ShipmentCount,MonthNumber
11,5
12,5
12,5
12,5
12,5
14,5
14,5
14,5
14,5
14,5
15,5
16,5
16,5
17,5
17,5
19,5
19,5
19,5
20,5
20,5
22,5
27,5
27,5
30,5
31,5
40,5
41,5
48,5
49,5
59,5
76,5
144,5
151,5
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
9,4
9,4
10,4
10,4
10,4
10,4
10,4
11,4
11,4
11,4
11,4
12,4
13,4
14,4
15,4
15,4
16,4
16,4
16,4
17,4
18,4
19,4
19,4
20,4
20,4
21,4
22,4
22,4
23,4
23,4
24,4
28,4
30,4
31,4
35,4
37,4
49,4
50,4
52,4
76,4
92,4
170,4
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
8,3
8,3
8,3
8,3
8,3
8,3
8,3
8,3
9,3
9,3
9,3
9,3
9,3
9,3
9,3
9,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
11,3
11,3
11,3
11,3
11,3
11,3
12,3
12,3
12,3
12,3
13,3
13,3
14,3
14,3
14,3
15,3
16,3
16,3
16,3
17,3
17,3
18,3
19,3
19,3
20,3
20,3
21,3
21,3
22,3
23,3
23,3
24,3
25,3
26,3
34,3
35,3
37,3
39,3
40,3
42,3
47,3
63,3
75,3
199,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
8,2
8,2
8,2
8,2
9,2
9,2
9,2
9,2
10,2
10,2
10,2
11,2
11,2
11,2
12,2
12,2
12,2
12,2
12,2
13,2
14,2
14,2
15,2
15,2
16,2
16,2
16,2
17,2
22,2
22,2
22,2
23,2
26,2
27,2
29,2
34,2
34,2
46,2
46,2
53,2
130,2
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
9,1
9,1
9,1
9,1
9,1
10,1
10,1
10,1
10,1
10,1
11,1
11,1
11,1
11,1
11,1
11,1
12,1
12,1
12,1
13,1
13,1
13,1
13,1
14,1
14,1
14,1
14,1
14,1
16,1
16,1
16,1
16,1
16,1
17,1
18,1
18,1
20,1
20,1
20,1
22,1
23,1
24,1
25,1
25,1
28,1
34,1
42,1
44,1
57,1
68,1
71,1
73,1
83,1
109,1
193,1
7,2
7,2
7,2
7,2
8,2
9,2
9,2
12,2
14,2
15,2
21,2
36,2
49,2
132,2
7,1
7,1
7,1
7,1
8,1
8,1
9,1
10,1
11,1
11,1
11,1
12,1
12,1
12,1
13,1
13,1
14,1
14,1
15,1
23,1
26,1
75,1
87,1
193,1
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
15,12
15,12
15,12
15,12
15,12
15,12
16,12
16,12
16,12
16,12
16,12
16,12
16,12
16,12
17,12
17,12
17,12
17,12
17,12
17,12
17,12
18,12
18,12
18,12
18,12
18,12
18,12
18,12
18,12
18,12
19,12
19,12
19,12
19,12
19,12
20,12
20,12
20,12
20,12
20,12
21,12
21,12
21,12
21,12
21,12
21,12
21,12
21,12
21,12
22,12
22,12
22,12
22,12
22,12
22,12
22,12
23,12
23,12
23,12
23,12
23,12
24,12
24,12
24,12
24,12
24,12
26,12
26,12
26,12
26,12
26,12
27,12
27,12
27,12
28,12
28,12
28,12
29,12
29,12
29,12
29,12
30,12
30,12
31,12
32,12
32,12
33,12
33,12
35,12
35,12
36,12
36,12
40,12
40,12
41,12
43,12
44,12
45,12
46,12
49,12
50,12
52,12
54,12
75,12
94,12
216,12
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
13,11
13,11
13,11
13,11
13,11
14,11
14,11
14,11
14,11
14,11
15,11
16,11
16,11
16,11
17,11
17,11
17,11
17,11
18,11
18,11
18,11
18,11
18,11
19,11
19,11
20,11
20,11
23,11
24,11
29,11
42,11
46,11
52,11
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
13,10
13,10
13,10
13,10
13,10
13,10
13,10
13,10
13,10
13,10
13,10
13,10
13,10
14,10
14,10
14,10
14,10
14,10
14,10
14,10
14,10
15,10
15,10
15,10
15,10
15,10
15,10
15,10
15,10
15,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
18,10
18,10
18,10
18,10
19,10
19,10
19,10
19,10
19,10
19,10
19,10
19,10
19,10
19,10
20,10
20,10
20,10
20,10
20,10
21,10
21,10
21,10
22,10
22,10
22,10
22,10
23,10
24,10
25,10
26,10
26,10
26,10
28,10
28,10
29,10
30,10
30,10
30,10
31,10
33,10
34,10
35,10
35,10
39,10
45,10
47,10
49,10
58,10
61,10
71,10
152,10
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
12,9
12,9
12,9
12,9
12,9
12,9
12,9
12,9
13,9
13,9
13,9
13,9
13,9
13,9
13,9
13,9
13,9
13,9
13,9
13,9
13,9
14,9
14,9
14,9
15,9
15,9
15,9
15,9
16,9
16,9
16,9
16,9
16,9
16,9
16,9
16,9
16,9
17,9
17,9
17,9
17,9
17,9
17,9
18,9
18,9
18,9
18,9
18,9
19,9
19,9
19,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
21,9
22,9
22,9
23,9
23,9
25,9
25,9
26,9
26,9
26,9
27,9
28,9
29,9
30,9
31,9
32,9
36,9
40,9
41,9
44,9
46,9
57,9
117,9
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
11,8
11,8
11,8
11,8
11,8
11,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
14,8
14,8
14,8
14,8
14,8
15,8
15,8
15,8
15,8
15,8
15,8
15,8
15,8
16,8
16,8
18,8
19,8
19,8
24,8
29,8
42,8
55,8
58,8
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
7,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
8,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
9,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
10,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
11,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
13,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
15,12
15,12
15,12
15,12
15,12
16,12
16,12
16,12
17,12
17,12
18,12
18,12
18,12
18,12
18,12
18,12
18,12
19,12
19,12
19,12
19,12
20,12
20,12
21,12
21,12
21,12
22,12
22,12
22,12
22,12
22,12
23,12
26,12
26,12
26,12
26,12
26,12
27,12
27,12
29,12
29,12
30,12
31,12
31,12
31,12
32,12
32,12
32,12
33,12
33,12
33,12
33,12
33,12
35,12
37,12
37,12
37,12
38,12
38,12
40,12
51,12
52,12
52,12
52,12
54,12
54,12
55,12
60,12
62,12
62,12
64,12
67,12
71,12
77,12
97,12
206,12
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
7,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
8,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
10,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
11,11
12,11
12,11
12,11
12,11
12,11
12,11
13,11
13,11
13,11
13,11
13,11
13,11
13,11
14,11
14,11
14,11
14,11
14,11
14,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
16,11
16,11
16,11
16,11
17,11
17,11
17,11
18,11
18,11
18,11
18,11
18,11
19,11
19,11
19,11
20,11
21,11
21,11
22,11
22,11
22,11
23,11
23,11
24,11
24,11
24,11
24,11
26,11
27,11
27,11
27,11
27,11
27,11
28,11
29,11
31,11
31,11
36,11
38,11
38,11
43,11
49,11
54,11
56,11
67,11
199,11
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
8,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
10,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
11,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
12,10
13,10
13,10
13,10
13,10
13,10
13,10
14,10
14,10
14,10
15,10
15,10
15,10
15,10
15,10
16,10
16,10
17,10
17,10
17,10
18,10
19,10
19,10
19,10
19,10
19,10
20,10
20,10
20,10
21,10
21,10
21,10
22,10
22,10
22,10
23,10
23,10
23,10
23,10
23,10
25,10
26,10
26,10
26,10
27,10
30,10
30,10
32,10
37,10
38,10
39,10
44,10
48,10
60,10
172,10
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
8,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
9,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
11,9
12,9
12,9
12,9
12,9
12,9
12,9
12,9
12,9
12,9
12,9
13,9
13,9
13,9
13,9
13,9
13,9
14,9
14,9
14,9
14,9
14,9
14,9
14,9
14,9
14,9
14,9
14,9
14,9
15,9
15,9
15,9
15,9
15,9
16,9
16,9
16,9
16,9
16,9
17,9
17,9
17,9
17,9
17,9
17,9
17,9
18,9
18,9
18,9
18,9
19,9
19,9
19,9
20,9
20,9
20,9
20,9
21,9
21,9
22,9
22,9
22,9
22,9
24,9
24,9
24,9
25,9
25,9
25,9
25,9
27,9
27,9
28,9
28,9
30,9
30,9
30,9
33,9
34,9
35,9
36,9
37,9
45,9
45,9
49,9
49,9
65,9
66,9
161,9
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
15,8
15,8
15,8
15,8
16,8
16,8
17,8
17,8
17,8
17,8
18,8
18,8
18,8
19,8
19,8
19,8
20,8
20,8
20,8
21,8
21,8
21,8
21,8
22,8
22,8
22,8
22,8
23,8
23,8
23,8
24,8
28,8
28,8
30,8
32,8
33,8
35,8
38,8
48,8
54,8
140,8
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
12,7
12,7
12,7
12,7
12,7
12,7
12,7
12,7
12,7
12,7
12,7
12,7
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,7
13,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
17,7
17,7
17,7
17,7
17,7
18,7
18,7
18,7
18,7
19,7
19,7
19,7
19,7
19,7
19,7
20,7
20,7
20,7
20,7
21,7
21,7
21,7
22,7
22,7
22,7
22,7
22,7
22,7
22,7
22,7
23,7
23,7
23,7
23,7
24,7
24,7
24,7
25,7
25,7
25,7
25,7
25,7
25,7
26,7
26,7
26,7
27,7
27,7
27,7
28,7
29,7
29,7
30,7
30,7
31,7
31,7
32,7
34,7
34,7
35,7
36,7
37,7
41,7
54,7
60,7
64,7
68,7
194,7
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
10,6
10,6
10,6
10,6
10,6
10,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
13,6
13,6
13,6
13,6
13,6
13,6
14,6
14,6
14,6
14,6
14,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
17,6
17,6
17,6
17,6
17,6
17,6
17,6
17,6
18,6
18,6
19,6
19,6
19,6
19,6
19,6
19,6
19,6
19,6
20,6
20,6
20,6
20,6
20,6
20,6
20,6
21,6
21,6
21,6
21,6
22,6
23,6
23,6
23,6
23,6
24,6
24,6
24,6
24,6
24,6
24,6
24,6
25,6
25,6
25,6
26,6
26,6
26,6
27,6
27,6
28,6
28,6
29,6
29,6
29,6
31,6
31,6
34,6
34,6
39,6
39,6
39,6
40,6
41,6
42,6
43,6
43,6
44,6
46,6
53,6
55,6
71,6
111,6
431,6
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
7,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
12,5
12,5
12,5
12,5
12,5
12,5
12,5
12,5
12,5
12,5
13,5
13,5
13,5
13,5
13,5
13,5
13,5
13,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
15,5
15,5
15,5
15,5
15,5
16,5
16,5
16,5
16,5
16,5
16,5
17,5
17,5
17,5
17,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
19,5
19,5
20,5
20,5
20,5
20,5
20,5
21,5
21,5
23,5
23,5
24,5
24,5
25,5
25,5
27,5
28,5
28,5
29,5
29,5
31,5
39,5
40,5
45,5
47,5
88,5
164,5
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
